Table Names,State,Parameters,Type,April - Total ((A+B) or (C+D)),May - Total ((A+B) or (C+D)),June - Total ((A+B) or (C+D)),July - Total ((A+B) or (C+D)),August - Total ((A+B) or (C+D)),September - Total ((A+B) or (C+D)),October - Total ((A+B) or (C+D)),November - Total ((A+B) or (C+D)),December - Total ((A+B) or (C+D)),January - Total ((A+B) or (C+D)),February - Total ((A+B) or (C+D)),March - Total ((A+B) or (C+D)),Total - Total ((A+B) or (C+D)),Total - Public (A),Total - Private (B),Total - Urban (C),Total - Rural (D)
2018-2019.xlsm/hmis-report-2018-19,Assam,Measles Rubella (MR),5. Total Stock,1046061,850784,951559,826113,562750,350420,204410,252072,259979,218475,152070,139512,5814205,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,122,266,23,0,4,0,224,163224,73705,128745,96882,142483,605678,603546,2132,64198,541480
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation (9-11months) - Measles 1st dose,TOTAL,197752,224884,250195,275829,248734,252573,194815,44299,9192,7616,7201,7491,1720581,1711143,9438,196505,1524076
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,48,12,0,0,37,2,19,7727,5479,11901,10073,13423,48721,48721,0,4997,43724
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation - Measles-1st dose,TOTAL,16740,15500,16242,15969,14813,16136,14155,4088,931,1786,1477,1388,119225,118824,401,13090,106135
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,187,302,58,58,8,63,226,109725,60277,108327,90765,152922,522918,522349,569,58225,464693
2018-2019.xlsm/hmis-report-2018-19,Bihar,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,227957,227303,221069,226344,195637,190125,147446,41573,8493,10478,9866,11305,1517596,1510174,7422,171838,1345758
2018-2019.xlsm/hmis-report-2018-19,Bihar,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,111,49,0,7,14,55,43,1092,452,801,722,939,4285,4224,61,195,4090
2018-2019.xlsm/hmis-report-2018-19,Bihar,Childhood Diseases - Pneumonia,TOTAL,352,444,379,286,303,542,612,1030,1272,1053,1127,1743,9143,8685,458,683,8460
2018-2019.xlsm/hmis-report-2018-19,Bihar,Childhood Diseases - Asthma,TOTAL,63,115,93,90,113,84,118,109,147,127,206,101,1366,1365,1,243,1123
2018-2019.xlsm/hmis-report-2018-19,Bihar,Childhood Diseases - Measles,TOTAL,63,66,42,9,35,6,8,12,18,18,34,88,399,381,18,16,383
2018-2019.xlsm/hmis-report-2018-19,Bihar,Childhood Diseases - Diarrhoea,TOTAL,7545,7615,8498,7902,6897,6798,6635,6334,4961,4756,4078,6734,78753,78162,591,5403,73350
2018-2019.xlsm/hmis-report-2018-19,Bihar,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,1777,1305,1548,1425,1473,1184,1233,1313,1222,1031,946,1578,16035,15444,591,888,15147
2018-2019.xlsm/hmis-report-2018-19,Bihar,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,1765,1569,2868,1712,1998,2111,4778,1164,895,1345,1241,1436,22882,21920,962,386,22496
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,44,50,34,29,27,39,41,41,37,36,47,23,448,430,18,30,418
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,9,11,19,7,4,4,5,11,7,3,4,3,87,86,1,3,84
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,2,2,0,0,0,0,0,0,0,1,1,2,8,8,0,0,8
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,10,9,12,12,12,9,8,6,6,3,7,2,96,93,3,4,92
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,3,7,5,7,7,6,1,6,4,3,1,4,54,54,0,1,53
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,1,2,7,0,0,0,0,0,0,0,0,2,12,12,0,0,12
2018-2019.xlsm/hmis-report-2018-19,Bihar,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,5,6,6,6,1,2,8,1,7,3,1,2,48,42,6,2,46
2018-2019.xlsm/hmis-report-2018-19,Bihar,Vaccine - Measles,1. Balance From Previous Month,57263,50894,22938,36822,30711,32897,15671,5850,2220,0,250,0,255516,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Vaccine - Measles,2. Stocks Received,124900,99630,131100,127150,128505,70500,26372,30240,20000,0,0,3500,761897,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Vaccine - Measles,3. Unusable Stock,200,100,650,300,410,100,0,0,0,0,0,0,1760,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Vaccine - Measles,4. Stock Distributed,139026,127466,118641,133451,117274,87790,37558,33935,18515,0,0,2050,815706,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Vaccine - Measles,5. Total Stock,42937,22958,34747,30221,41532,15507,4485,2155,3705,0,250,1450,199947,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Measles Rubella (MR),1. Balance From Previous Month,0,0,0,0,0,0,0,11195,272,5769,1960,1890,21086,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Measles Rubella (MR),2. Stocks Received,0,0,0,0,0,0,35355,29010,57200,29550,0,0,151115,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,1850,1830,180070,230,0,160,184140,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Measles Rubella (MR),4. Stock Distributed,0,0,0,0,0,0,29920,38123,28821,33408,180,200,130652,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Bihar,Measles Rubella (MR),5. Total Stock,0,0,0,0,0,0,3585,252,10481,1951,2820,3295,22384,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1624,1701,1644,1798,1595,1594,1532,1636,1501,1254,1135,1339,18353,18353,NA,15255,3098
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation (9-11months) - Measles 1st dose,TOTAL,0,0,32,0,0,0,0,0,0,0,10,0,42,42,NA,42,0
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,40,23,18,40,13,14,4,8,6,11,14,15,206,206,NA,187,19
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation - Measles-1st dose,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,2112,1690,1401,1564,1334,1210,1186,1268,1384,1367,1307,1608,17431,17431,NA,15198,2233
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,8,5,9,3,2,5,8,7,9,9,14,12,91,91,NA,11,80
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Childhood Diseases - Pneumonia,TOTAL,290,231,204,270,338,555,772,362,435,537,667,624,5285,5285,NA,2331,2954
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Childhood Diseases - Asthma,TOTAL,122,167,87,166,204,218,296,232,219,385,261,249,2606,2606,NA,498,2108
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Childhood Diseases - Measles,TOTAL,15,16,3,17,4,3,1,2,1,4,0,1,67,67,NA,19,48
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Childhood Diseases - Diarrhoea,TOTAL,1914,1961,1752,1982,1435,1194,1048,871,958,949,1098,781,15943,15943,NA,8904,7039
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,488,552,311,236,308,188,114,107,228,237,209,190,3168,3168,NA,173,2995
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,107,102,79,116,101,147,109,87,149,227,211,233,1668,1668,NA,194,1474
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,3,1,3,1,0,2,4,2,2,8,0,2,28,28,NA,0,28
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,1,0,0,0,0,0,0,0,1,1,0,0,3,3,NA,1,2
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,1,6,5,0,0,3,5,3,23,23,NA,0,23
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,0,1
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,4,1,0,0,2,1,2,2,1,0,2,15,15,NA,0,15
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Vaccine - Measles,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Vaccine - Measles,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Vaccine - Measles,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Vaccine - Measles,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Measles Rubella (MR),1. Balance From Previous Month,25600,21760,18410,14380,10740,6750,13720,9680,5930,2650,0,8430,138050,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Measles Rubella (MR),2. Stocks Received,0,0,0,0,0,10000,0,0,0,0,12000,20000,42000,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Measles Rubella (MR),4. Stock Distributed,3840,3350,4030,3640,3990,3030,4040,3750,3280,2650,3570,4320,43490,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chandigarh,Measles Rubella (MR),5. Total Stock,21760,18410,14380,10740,6750,13720,9680,5930,2650,0,8430,24110,136560,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,1591,8102,13476,11692,17761,41072,37763,36359,50031,91140,72667,68659,450313,433094,17219,69008,381305
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation (9-11months) - Measles 1st dose,TOTAL,33237,29425,20495,10186,5337,8132,4395,3295,3651,3709,2506,2096,126464,116759,9705,19279,107185
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,39,476,1494,1076,1512,3315,3251,3072,3906,6322,4964,4576,34003,29670,4333,6430,27573
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation - Measles-1st dose,TOTAL,3734,3688,2398,1199,859,1826,1219,1338,1299,1292,955,1054,20861,15912,4949,5594,15267
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,988,6325,11107,11233,10615,25189,25095,23437,37377,71397,57888,56857,337508,327213,10295,50038,287470
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,31395,26354,20734,11897,3865,7447,6317,5192,5292,7436,4663,4117,134709,130276,4433,16303,118406
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,11,20,59,66,48,146,89,101,120,303,174,296,1433,1287,146,292,1141
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Childhood Diseases - Pneumonia,TOTAL,175,187,177,117,355,334,454,395,198,315,406,413,3526,2558,968,662,2864
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Childhood Diseases - Asthma,TOTAL,24,27,13,130,29,24,47,60,30,32,41,105,562,255,307,184,378
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Childhood Diseases - Measles,TOTAL,4,12,4,7,23,23,26,18,18,16,28,24,203,203,0,8,195
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Childhood Diseases - Diarrhoea,TOTAL,9171,11509,12225,11793,4913,6993,7876,7629,7942,9216,9099,9697,108063,105883,2180,8202,99861
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,1040,1261,1331,1039,873,863,594,568,810,1099,1326,1433,12237,10415,1822,736,11501
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,1046,1317,1059,1116,1611,2094,2458,1632,1382,1380,1396,1970,18461,15490,2971,397,18064
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,18,24,24,35,13,57,70,74,55,63,47,49,529,525,4,9,520
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,1,3,1,3,1,1,5,0,2,6,4,10,37,35,2,0,37
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,1,0,1,1,0,1,3,0,1,1,9,9,0,2,7
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,9,6,4,5,4,17,15,12,13,12,12,8,117,115,2,2,115
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,9,2,1,0,0,0,1,0,0,3,0,3,19,18,1,0,19
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,1,0,1,0,1,0,0,0,3,0,1,0,7,7,0,0,7
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,8,12,9,9,13,12,11,9,3,13,10,3,112,109,3,2,110
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Vaccine - Measles,1. Balance From Previous Month,50205,26855,8595,5800,0,310,0,0,0,0,0,0,91765,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Vaccine - Measles,2. Stocks Received,24080,3500,12500,8500,940,0,0,0,0,0,0,0,49520,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Vaccine - Measles,3. Unusable Stock,1350,50,0,0,0,0,0,0,0,0,0,0,1400,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Vaccine - Measles,4. Stock Distributed,50640,21760,14350,5300,630,310,0,0,0,0,0,0,92990,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Vaccine - Measles,5. Total Stock,22295,8545,6745,9000,310,0,0,0,0,0,0,0,46895,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Measles Rubella (MR),1. Balance From Previous Month,10,17510,20260,4890,255340,176020,190620,54520,21780,68200,74430,63010,946590,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Measles Rubella (MR),2. Stocks Received,32490,28880,31360,923060,15500,9290,428500,410000,201700,129000,97500,73500,2380780,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,320,0,40,0,0,0,360,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Measles Rubella (MR),4. Stock Distributed,15940,29130,30550,790710,94120,19140,564580,442740,160900,120970,93770,85890,2448440,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Chhattisgarh,Measles Rubella (MR),5. Total Stock,16560,17260,7570,137240,177210,166870,54520,21780,62540,76230,78160,50620,866560,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Dadra & Nagar Haveli,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,562,619,720,788,767,738,801,674,756,707,624,635,8391,7891,500,2507,5884
